Real Date,Bytes,X,Y,Last Seen,Associated,Test Point,RMSE
2022-09-05 12:07:00,5635,63.905212,36.695374,2022-09-05T12:06:57.488+0100,True,12,15.472650406174761
2022-09-05 12:07:01,8753,57.685837,33.794933,2022-09-05T12:06:59.494+0100,True,12,9.161686858814702
2022-09-05 12:07:02,5448,57.685837,33.794933,2022-09-05T12:06:59.494+0100,True,12,9.161686858814702
2022-09-05 12:07:03,8797,58.0,34.40026,2022-09-05T12:07:01.532+0100,True,12,9.838821960234876
2022-09-05 12:07:04,5448,58.0,34.40026,2022-09-05T12:07:01.532+0100,True,12,9.838821960234876
2022-09-05 12:07:05,8746,58.0,34.801937,2022-09-05T12:07:03.541+0100,True,12,10.174180111964258
2022-09-05 12:07:06,5500,58.0,34.801937,2022-09-05T12:07:03.541+0100,True,12,10.174180111964258
2022-09-05 12:07:07,8694,58.0,35.202194,2022-09-05T12:07:05.569+0100,True,12,10.512978531238232
2022-09-05 12:07:08,5448,58.0,35.202194,2022-09-05T12:07:05.569+0100,True,12,10.512978531238232
2022-09-05 12:07:09,8700,57.595615,34.39888,2022-09-05T12:07:07.571+0100,True,12,9.617167067085036
2022-09-05 12:07:10,8805,57.596996,34.799187,2022-09-05T12:07:09.579+0100,True,12,9.959466633872772
2022-09-05 12:07:11,5396,57.596996,34.799187,2022-09-05T12:07:09.579+0100,True,12,9.959466633872772
2022-09-05 12:07:12,5448,57.596996,34.799187,2022-09-05T12:07:09.579+0100,True,12,9.959466633872772
2022-09-05 12:07:13,8753,57.600018,35.200035,2022-09-05T12:07:11.575+0100,True,12,10.307229907172392
2022-09-05 12:07:14,5448,57.600018,35.200035,2022-09-05T12:07:11.575+0100,True,12,10.307229907172392
2022-09-05 12:07:15,8751,57.602448,35.2049,2022-09-05T12:07:13.580+0100,True,12,10.312659776045367
2022-09-05 12:07:16,5448,57.602448,35.2049,2022-09-05T12:07:13.580+0100,True,12,10.312659776045367
2022-09-05 12:07:17,8648,57.200817,33.99725,2022-09-05T12:07:15.607+0100,True,12,9.06808212915107
2022-09-05 12:07:18,5500,57.200817,33.99725,2022-09-05T12:07:15.607+0100,True,12,9.06808212915107
2022-09-05 12:07:19,8753,57.596996,34.790977,2022-09-05T12:07:17.655+0100,True,12,9.952417371030263
2022-09-05 12:07:20,5500,57.596996,34.790977,2022-09-05T12:07:17.655+0100,True,12,9.952417371030263
2022-09-05 12:07:21,8701,57.600018,34.395947,2022-09-05T12:07:19.655+0100,True,12,9.61701822643656
2022-09-05 12:07:22,5760,57.600018,34.395947,2022-09-05T12:07:19.655+0100,True,12,9.61701822643656
2022-09-05 12:07:23,8752,57.19806,33.191193,2022-09-05T12:07:21.683+0100,True,12,8.388036396685994
2022-09-05 12:07:24,5500,57.19806,33.191193,2022-09-05T12:07:21.683+0100,True,12,8.388036396685994
2022-09-05 12:07:25,8804,57.20219,32.801933,2022-09-05T12:07:23.701+0100,True,12,8.07113028254835
2022-09-05 12:07:26,5448,57.20219,32.801933,2022-09-05T12:07:23.701+0100,True,12,8.07113028254835
2022-09-05 12:07:27,8701,57.599743,33.594284,2022-09-05T12:07:25.756+0100,True,12,8.947682776110527
2022-09-05 12:07:28,5500,57.599743,33.594284,2022-09-05T12:07:25.756+0100,True,12,8.947682776110527
2022-09-05 12:07:29,8701,57.602448,33.609287,2022-09-05T12:07:27.773+0100,True,12,8.96154872628348
2022-09-05 12:07:30,5500,57.602448,33.609287,2022-09-05T12:07:27.773+0100,True,12,8.96154872628348
2022-09-05 12:07:31,8698,57.6052,33.61341,2022-09-05T12:07:29.798+0100,True,12,8.966504996580332
2022-09-05 12:07:32,5448,57.6052,33.61341,2022-09-05T12:07:29.798+0100,True,12,8.966504996580332
2022-09-05 12:07:33,8700,57.595615,33.59149,2022-09-05T12:07:31.880+0100,True,12,8.943032823574173
