Real Date,Bytes,X,Y,Last Seen,Associated,Test Point,RMSE
2022-09-05 15:22:00,976223,65.59562,38.404385,2022-09-05T15:21:59.666+0100,True,17,0.9659272360923504
2022-09-05 15:22:01,6675817,65.59562,38.404385,2022-09-05T15:21:59.666+0100,True,17,0.9659272360923504
2022-09-05 15:22:02,3616032,65.19261,38.807392,2022-09-05T15:22:01.730+0100,True,17,0.7046665462784494
2022-09-05 15:22:03,5760,65.19261,38.807392,2022-09-05T15:22:01.730+0100,True,17,0.7046665462784494
2022-09-05 15:22:04,8787,64.79235,39.207653,2022-09-05T15:22:03.730+0100,True,17,0.8402977643841487
2022-09-05 15:22:05,5500,64.79235,39.207653,2022-09-05T15:22:03.730+0100,True,17,0.8402977643841487
2022-09-05 15:22:06,8645,64.79919,39.20082,2022-09-05T15:22:05.746+0100,True,17,0.8349461417959866
2022-09-05 15:22:07,5448,64.79919,39.20082,2022-09-05T15:22:05.746+0100,True,17,0.8349461417959866
2022-09-05 15:22:08,8646,65.61616,38.788227,2022-09-05T15:22:07.802+0100,True,17,0.5818533519788323
2022-09-05 15:22:09,5448,65.61616,38.788227,2022-09-05T15:22:07.802+0100,True,17,0.5818533519788323
2022-09-05 15:22:10,1818779,66.01367,38.389343,2022-09-05T15:22:09.875+0100,True,17,1.0579937901845242
2022-09-05 15:22:11,3557833,66.01367,38.389343,2022-09-05T15:22:09.875+0100,True,17,1.0579937901845242
2022-09-05 15:22:12,8697,66.40544,37.99455,2022-09-05T15:22:11.875+0100,True,17,1.585571137003955
2022-09-05 15:22:13,5500,66.40544,37.99455,2022-09-05T15:22:11.875+0100,True,17,1.585571137003955
2022-09-05 15:22:14,8696,66.7951,37.60245,2022-09-05T15:22:13.920+0100,True,17,2.124360305339005
2022-09-05 15:22:15,5901,66.7951,37.60245,2022-09-05T15:22:13.920+0100,True,17,2.124360305339005
2022-09-05 15:22:17,8747,66.7896,37.6052,2022-09-05T15:22:15.923+0100,True,17,2.1190236559321325
2022-09-05 15:22:17,5448,66.7896,37.6052,2022-09-05T15:22:15.923+0100,True,17,2.1190236559321325
2022-09-05 15:22:19,5768948,66.0,38.0,2022-09-05T15:22:17.943+0100,True,17,1.4226599897375358
2022-09-05 15:22:19,447448,66.0,38.0,2022-09-05T15:22:17.943+0100,True,17,1.4226599897375358
2022-09-05 15:22:20,8795,66.40439,38.0,2022-09-05T15:22:19.954+0100,True,17,1.5803218705377768
2022-09-05 15:22:22,5500,66.40439,38.0,2022-09-05T15:22:19.954+0100,True,17,1.5803218705377768
2022-09-05 15:22:22,8640,66.807396,38.0,2022-09-05T15:22:21.968+0100,True,17,1.8151137820026608
2022-09-05 15:22:23,5500,66.807396,38.0,2022-09-05T15:22:21.968+0100,True,17,1.8151137820026608
2022-09-05 15:22:24,12130,67.20766,38.0,2022-09-05T15:22:24.090+0100,True,17,2.099512978288066
